run_id,suite,test_case_id,priority,precondition,steps,expected_result,status,actual_result,defect_id,defect_link,evidence_link,tester,test_date,environment,device,app_version,build_sha,notes
RC-20260326-debug-ios,Funds,FUND-003,P0,role member,"1) Đăng nhập member thường.
2) Thử tạo/sửa quỹ hoặc giao dịch.",Bị chặn write theo quyền.,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Funds,FUND-004,P1,fund card UI,"1) Mở danh sách quỹ nhiều item.
2) Kiểm tra spacing/card hierarchy.",Không lồng container rối; thông tin quan trọng dễ đọc trên mobile.,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Funds,FUND-005,P1,có thủ quỹ được gán,"1) Mở fund detail/workspace.
2) Kiểm tra thông tin người thủ quỹ.",Chỉ hiển thị thủ quỹ thuộc quỹ hiện tại + clan hiện tại.,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Funds,FUND-006,P1,dataset lớn,"1) Scroll danh sách quỹ dài.
2) Quan sát tải thêm.","Lazy loading hoạt động, không tải tất cả một lần.",NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Funds,FUND-007,P1,switch clan,"1) Đổi clan active.
2) Vào fund workspace.",Dữ liệu quỹ và dashboard đổi theo clan active.,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Funds,FUND-008,P0,server-only transaction writes,"1) Thử client write trực tiếp transactions.
2) Quan sát kết quả.",Bị deny bởi rules.,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Funds,FUND-009,P1,dashboard tổng hợp,"1) Kiểm tra cards số quỹ/giao dịch/quyền truy cập.
2) So với dữ liệu thực.","Các số liệu đúng, không mismatch context.",NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Scholarship,SCH-001,P0,admin role,"1) Tạo chương trình khuyến học.
2) Điền tiêu đề, năm, trạng thái.
3) Lưu.","Program tạo thành công, xuất hiện trong danh sách.",NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Scholarship,SCH-002,P0,có program,"1) Tạo mức thưởng trong program.
2) Lưu và reload.",Award level lưu đúng thứ tự hiển thị và loại thưởng.,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Scholarship,SCH-003,P0,member role,"1) Tạo hồ sơ đề cử.
2) Upload minh chứng.
3) Gửi hồ sơ.","Submission tạo thành công, file upload đúng path/rules.",NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Scholarship,SCH-004,P0,reviewer role,"1) Mở submission pending.
2) Approve hoặc reject.
3) Lưu quyết định.","Trạng thái cập nhật đúng, audit/log ghi nhận đầy đủ.",NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Scholarship,SCH-005,P1,user không phải reviewer,"1) Mở hàng đợi xét duyệt.
2) Thử action duyệt.","UI hiển thị đúng ""không có quyền"", không cho thao tác.",NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Scholarship,SCH-006,P1,danh sách dài,"1) Scroll list programs/submissions.
2) Theo dõi tải thêm.","Lazy loading hoạt động, UX mượt.",NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Scholarship,SCH-007,P1,nhiều action tạo mới,"1) Nhấn FAB +.
2) Chọn từng action (chương trình/mức thưởng/hồ sơ).","Menu hành động thống nhất, không trùng CTA gây rối.",NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Scholarship,SCH-008,P0,notification trigger,"1) Duyệt submission.
2) Kiểm tra push + inbox người nộp.","Notification gửi đúng người, deep-link mở đúng chi tiết.",NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Scholarship,SCH-009,P1,switch clan,"1) Chuyển clan active.
2) Vào scholarship workspace.",Program/award/submission chỉ thuộc clan active.,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Scholarship,SCH-010,P1,localization,"1) Chuyển EN/VI.
2) Kiểm tra label/trạng thái trong scholarship.",Không còn text hardcode sai ngôn ngữ.,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Billing & VNPay,BILL-001,P0,owner/admin clan,"1) Mở trang Gói.
2) Kiểm tra plan hiện tại + member count.",Entitlement phản ánh đúng plan thực tế đang hiệu lực.,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Billing & VNPay,BILL-002,P0,clan có 0-10 member,"1) Resolve entitlement.
2) Kiểm tra plan tối thiểu.",Mặc định FREE.,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Billing & VNPay,BILL-003,P0,clan có 11-200 member,"1) Resolve entitlement.
2) Kiểm tra minimum tier.",Clan phải ở mức tối thiểu BASE.,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Billing & VNPay,BILL-004,P0,đang ở plan cao,"1) Chọn hạ gói dưới mức tối thiểu theo member count.
2) Continue checkout.","Hệ thống chặn downgrade không hợp lệ, báo lỗi rõ ràng.",NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Billing & VNPay,BILL-005,P1,đang còn hạn gói hiện tại,"1) Chọn gia hạn cùng gói khi chưa gần hạn.
2) Continue.",Chặn renew sớm theo rule hiện tại.,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Billing & VNPay,BILL-006,P0,upgrade hợp lệ,"1) Chọn gói cao hơn ở step 1.
2) Sang step 2 xác nhận.
3) Qua step 3 VNPay.","Stepper cân đối, CTA không xuống dòng, flow rõ ràng.",NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Billing & VNPay,BILL-007,P0,VNPay success path,"1) Thanh toán thành công.
2) Quay lại app.
3) Refresh billing.","Transaction/invoice/subscription cập nhật, plan kích hoạt đúng.",NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Billing & VNPay,BILL-008,P0,VNPay pending path,"1) Tạo giao dịch pending.
2) Kiểm tra UI trạng thái.",Không kích hoạt plan mới cho đến khi confirmed.,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Billing & VNPay,BILL-009,P0,VNPay failed/cancel,"1) Hủy/failed tại cổng thanh toán.
2) Quay lại app.","Giữ plan cũ, hiển thị trạng thái thất bại rõ ràng.",NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Billing & VNPay,BILL-010,P1,non-billing role,"1) Đăng nhập member thường.
2) Mở billing data nhạy cảm.",Bị chặn đọc document billing nhạy cảm theo rules.,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Billing & VNPay,BILL-011,P1,checkout form,"1) Nhập số điện thoại liên hệ.
2) Kiểm tra normalize lưu payload.",Phone được normalize nhất quán.,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Billing & VNPay,BILL-012,P1,pending transactions,"1) Mở detail giao dịch chờ.
2) Copy checkout URL (nếu có).","Detail đầy đủ, copy URL hoạt động.",NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,"Profile, Localization, Nearby Relatives",PRO-001,P0,member linked,"1) Mở profile.
2) Sửa thông tin được phép.
3) Lưu.","Chỉ field cho phép được update, lưu thành công.",NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,"Profile, Localization, Nearby Relatives",PRO-002,P0,unlinked user,"1) Login user chưa có member/clan.
2) Mở profile screen.","Empty-state thân thiện, có CTA cập nhật thông tin/gia nhập/tạo clan.",NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,"Profile, Localization, Nearby Relatives",PRO-003,P1,language switch,"1) Đổi ngôn ngữ VI/EN.
2) Kiểm tra toàn app.","Chuỗi UI đổi đồng bộ, không còn text sai ngữ cảnh.",NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,"Profile, Localization, Nearby Relatives",PRO-004,P1,location permission OFF,"1) Vào ""Người thân ở gần bạn"".
2) Quan sát guidance box.
3) Bấm link cấp quyền.",Có link mở đúng OS settings (App Settings/Location Settings).,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,"Profile, Localization, Nearby Relatives",PRO-005,P0,location permission ON trên >=2 user,"1) Bật share vị trí cho nhiều member gần nhau.
2) Mở nearby list + radar rescan.","Danh sách gần đây dựa trên vị trí thật, cập nhật sau rescan.",NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,"Profile, Localization, Nearby Relatives",PRO-006,P1,location sharing OFF,"1) Tắt chia sẻ vị trí.
2) Reload nearby module.",User không bị lộ vị trí; UI hiển thị trạng thái phù hợp.,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,"Profile, Localization, Nearby Relatives",PRO-007,P1,profile avatar,"1) Đổi avatar bằng ảnh >10MB và ảnh hợp lệ.
2) So sánh kết quả.",File quá giới hạn bị chặn; file hợp lệ upload thành công.,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,"Profile, Localization, Nearby Relatives",PRO-008,P1,header clan context,"1) Đi qua tất cả tabs.
2) Xác minh header luôn hiện tên clan.",Không còn hiển thị clan ID/hardcode.,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,"Profile, Localization, Nearby Relatives",PRO-009,P1,accessibility basic,"1) Tăng font hệ thống.
2) Duyệt màn profile/home/cards chính.","Text vẫn đọc được, CTA chính không vỡ layout nghiêm trọng.",NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Security/Rules (Firestore + Storage),RULE-001,P0,,Dùng client account A đọc members clan B.,Deny (cross-clan isolation).,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Security/Rules (Firestore + Storage),RULE-002,P0,,"Member tự update profile với field ngoài whitelist (primaryRole, clanId).",Deny bởi safeProfileUpdate().,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Security/Rules (Firestore + Storage),RULE-003,P0,,"Member update field hợp lệ (nickName, bio, location*).",Allow.,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Security/Rules (Firestore + Storage),RULE-004,P0,,Branch admin sửa member ngoài branch claim.,Deny.,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Security/Rules (Firestore + Storage),RULE-005,P0,,Client ghi trực tiếp transactions.,Deny (server-only write).,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Security/Rules (Firestore + Storage),RULE-006,P0,,Client tạo notification doc trực tiếp.,Deny (server-only write).,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Security/Rules (Firestore + Storage),RULE-007,P0,,Member đánh dấu read notification của member khác.,Deny.,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Security/Rules (Firestore + Storage),RULE-008,P0,,Member mark-read notification của chính mình (isRead only).,Allow.,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Security/Rules (Firestore + Storage),RULE-009,P0,,Non-billing role đọc subscriptions/paymentTransactions.,Deny.,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Security/Rules (Firestore + Storage),RULE-010,P0,,Billing admin đọc billing docs đúng clan.,Allow.,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Security/Rules (Firestore + Storage),RULE-011,P1,,Upload avatar sai content-type hoặc >10MB.,Deny tại Storage rules.,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Security/Rules (Firestore + Storage),RULE-012,P1,,Upload scholarship evidence >20MB hoặc sai path owner.,Deny; owner đúng path + size hợp lệ thì allow.,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Non-functional & Reliability,NFR-001,P0,,"Cold start app trên iOS/Android 3 lần, đo thời gian đến home.",Không crash; thời gian ổn định trong ngưỡng team chấp nhận.,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Non-functional & Reliability,NFR-002,P1,,Scroll list member/fund/scholarship dài liên tục 2-3 phút.,"Không leak nghiêm trọng, không jank kéo dài.",NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Non-functional & Reliability,NFR-003,P0,,Chuyển mạng online -> offline -> online trong khi load dữ liệu.,"Hiện lỗi thân thiện, có thể retry, app không treo.",NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Non-functional & Reliability,NFR-004,P1,,Nhận push khi app foreground/background/terminated.,"Hành vi nhất quán, không duplicate mở trang đích.",NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Non-functional & Reliability,NFR-005,P1,,Kill app giữa lúc đang checkout/bottom sheet form.,"Mở lại app không hỏng session, không mất ổn định state.",NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Non-functional & Reliability,NFR-006,P1,,"Bật chế độ pin thấp và mạng yếu, test flow chính.","CTA vẫn phản hồi, timeout/error message rõ ràng.",NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Non-functional & Reliability,NFR-007,P1,,Đổi ngôn ngữ liên tục ở runtime rồi điều hướng qua các tab.,"Không crash, không string null/hardcode lẫn ngôn ngữ.",NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
RC-20260326-debug-ios,Non-functional & Reliability,NFR-008,P1,,Test với timezone khác Asia/Ho_Chi_Minh trên thiết bị.,Event time hiển thị nhất quán theo logic app/timezone setting.,NOT_RUN,,,,,hunpeo97,2026-03-26,debug,ios:165ECA74-B67B-45DA-B8A8-B8FC8DEB998B,1.0.0+1,2dc4f42,
